spectra (nm),reflection
776.35,0.58558
776.68,0.58405
777.01,0.58543
777.33,0.58658
777.66,0.58989
777.98,0.58094
778.31,0.58665
778.64,0.58403
778.96,0.57967
779.29,0.58588
779.61,0.58458
779.94,0.57829
780.27,0.57996
780.59,0.58059
780.92,0.57874
781.24,0.59134
781.57,0.58963
781.89,0.58497
782.22,0.58979
782.54,0.58044
782.87,0.59038
783.19,0.5914
783.52,0.58068
783.85,0.58129
784.17,0.59071
784.5,0.58514
784.82,0.5826
785.15,0.59011
785.47,0.57079
785.8,0.58189
786.12,0.58789
786.45,0.5891
786.77,0.57897
787.1,0.58347
787.42,0.58697
787.74,0.5838
788.07,0.5824
788.39,0.58807
788.72,0.57959
789.04,0.58194
789.37,0.57638
789.69,0.56987
790.02,0.58062
790.34,0.58004
790.66,0.57469
790.99,0.58056
791.31,0.57095
791.64,0.58841
791.96,0.58546
792.29,0.58213
792.61,0.57933
792.93,0.57468
793.26,0.5892
793.58,0.58955
793.9,0.57913
794.23,0.59211
794.55,0.58979
794.88,0.5815
795.2,0.5722
795.52,0.5937
795.85,0.58315
796.17,0.58552
796.49,0.56582
796.82,0.57561
797.14,0.58158
797.46,0.58282
797.79,0.59094
798.11,0.5936
798.43,0.57106
798.76,0.58143
799.08,0.57527
799.4,0.57869
799.73,0.574
800.05,0.57219
800.37,0.57534
800.69,0.57375
801.02,0.58016
801.34,0.57877
801.66,0.57258
801.98,0.56865
802.31,0.57419
802.63,0.56626
802.95,0.56766
803.27,0.57268
803.6,0.57738
803.92,0.56918
804.24,0.56627
804.56,0.57299
804.89,0.58522
805.21,0.57414
805.53,0.57823
805.85,0.58225
806.17,0.58831
806.5,0.57931
806.82,0.57987
807.14,0.58452
807.46,0.58635
807.78,0.5848
808.11,0.57494
808.43,0.57688
808.75,0.58375
809.07,0.58491
809.39,0.57207
809.71,0.5774
810.03,0.56726
810.36,0.58224
810.68,0.57272
811,0.57487
811.32,0.55587
811.64,0.5552
811.96,0.5589
812.28,0.57087
812.6,0.572
812.93,0.58137
813.25,0.55654
813.57,0.56656
813.89,0.56227
814.21,0.55299
814.53,0.54939
814.85,0.55758
815.17,0.5518
815.49,0.54777
815.81,0.53854
816.13,0.53325
816.45,0.5456
816.77,0.54384
817.09,0.52542
817.41,0.5187
817.73,0.53087
818.06,0.53314
818.38,0.50313
818.7,0.52313
819.02,0.53208
819.34,0.51767
819.66,0.53042
819.98,0.55502
820.3,0.57944
820.62,0.56368
820.94,0.56444
821.26,0.56998
821.57,0.534
821.89,0.55141
822.21,0.52669
822.53,0.56247
822.85,0.56003
823.17,0.54288
823.49,0.56091
823.81,0.55851
824.13,0.56127
824.45,0.5583
824.77,0.56363
825.09,0.56332
825.41,0.57601
825.73,0.57757
826.05,0.54561
826.36,0.58746
826.68,0.55103
827,0.57203
827.32,0.58082
827.64,0.56126
827.96,0.55116
828.28,0.54854
828.6,0.53621
828.92,0.56053
829.23,0.57129
829.55,0.57561
829.87,0.58573
830.19,0.55688
830.51,0.57714
830.83,0.53787
831.14,0.52785
831.46,0.57464
831.78,0.56999
832.1,0.5691
832.42,0.57564
832.74,0.58028
833.05,0.54415
833.37,0.57271
833.69,0.57314
834.01,0.58265
834.32,0.58512
834.64,0.59083
834.96,0.59249
835.28,0.57138
835.6,0.601
835.91,0.61269
836.23,0.59024
836.55,0.60022
836.87,0.59056
837.18,0.59604
837.5,0.59614
837.82,0.59314
838.13,0.59927
838.45,0.59044
838.77,0.60669
839.09,0.60244
839.4,0.62093
839.72,0.58347
840.04,0.60641
840.35,0.59757
840.67,0.59048
840.99,0.58603
841.3,0.59604
841.62,0.5979
841.94,0.59905
842.25,0.60991
842.57,0.61519
842.89,0.62766
843.2,0.60118
843.52,0.61082
843.84,0.62692
844.15,0.59172
844.47,0.60359
844.79,0.60967
845.1,0.6011
845.42,0.61459
845.73,0.62403
846.05,0.6194
846.37,0.61246
846.68,0.60125
847,0.60352
847.31,0.61319
847.63,0.61867
847.94,0.6109
848.26,0.60817
848.58,0.62087
848.89,0.61345
849.21,0.61753
849.52,0.62601
849.84,0.6083
850.15,0.60512
850.47,0.60363
850.78,0.63048
851.1,0.61969
851.41,0.60513
851.73,0.61718
852.04,0.60743
852.36,0.61851
852.67,0.62416
852.99,0.61345
853.3,0.61641
853.62,0.63304
853.93,0.62568
854.25,0.63708
854.56,0.6083
854.88,0.64393
855.19,0.61941
855.51,0.62822
855.82,0.59766
856.14,0.62622
856.45,0.62954
856.77,0.61701
857.08,0.62463
857.39,0.60927
857.71,0.61442
858.02,0.6273
858.34,0.60912
858.65,0.6178
858.96,0.63628
859.28,0.6232
859.59,0.62206
859.91,0.64464
860.22,0.6121
860.53,0.62538
860.85,0.61911
861.16,0.63327
861.47,0.62478
861.79,0.63214
862.1,0.62223
862.42,0.61281
862.73,0.6626
863.04,0.62582
863.36,0.62799
863.67,0.63352
863.98,0.64523
864.3,0.62245
864.61,0.62603
864.92,0.62733
865.23,0.62903
865.55,0.64286
865.86,0.6188
866.17,0.63241
866.49,0.6159
866.8,0.63819
867.11,0.63197
867.42,0.61554
867.74,0.62578
868.05,0.62131
868.36,0.62138
868.67,0.62609
868.99,0.6266
869.3,0.62685
869.61,0.62807
869.92,0.63503
870.24,0.64136
870.55,0.62946
870.86,0.63214
871.17,0.63667
871.49,0.6284
871.8,0.61974
872.11,0.62789
872.42,0.64753
872.73,0.62927
873.04,0.6036
873.36,0.61795
873.67,0.61228
873.98,0.63143
874.29,0.61671
874.6,0.62182
874.91,0.6427
875.23,0.6164
875.54,0.64056
875.85,0.60921
