spectra (nm),reflection
652.53,0.066580496
652.88,0.066068034
653.22,0.065591936
653.56,0.065101439
653.9,0.064340075
654.25,0.064322112
654.59,0.063269385
654.93,0.063346768
655.27,0.063125936
655.62,0.062702725
655.96,0.062780553
656.3,0.061745686
656.64,0.060626182
656.99,0.059693688
657.33,0.058505841
657.67,0.057709349
658.01,0.056753657
658.35,0.055891369
658.7,0.054945341
659.04,0.054354818
659.38,0.053737326
659.72,0.052616827
660.06,0.052115407
660.41,0.050906507
660.75,0.050124476
661.09,0.049074278
661.43,0.048429818
661.77,0.047390169
662.11,0.046639183
662.46,0.045956104
662.8,0.045364072
663.14,0.044548303
663.48,0.043909001
663.82,0.043194603
664.16,0.042261915
664.5,0.041525043
664.85,0.040979927
665.19,0.039863271
665.53,0.039932021
665.87,0.039160658
666.21,0.03833905
666.55,0.038035065
666.89,0.037416836
667.23,0.037253822
667.57,0.036543187
667.92,0.036173088
668.26,0.035801871
668.6,0.035302198
668.94,0.035022665
669.28,0.034592609
669.62,0.034312405
669.96,0.034317343
670.3,0.033564862
670.64,0.033615813
670.98,0.033100475
671.32,0.033226037
671.66,0.033091928
672,0.032749904
672.34,0.032641055
672.68,0.032350301
673.02,0.032443617
673.36,0.032187106
673.7,0.031890707
674.04,0.032128493
674.38,0.031979113
674.72,0.032134616
675.06,0.031627201
675.4,0.031910799
675.74,0.031871676
676.08,0.03179809
676.42,0.031997418
676.76,0.031833502
677.1,0.0318179
677.44,0.03187328
677.78,0.031538255
678.12,0.031833142
678.46,0.032116251
678.8,0.032269616
679.14,0.03198214
679.48,0.03227094
679.82,0.032410434
680.16,0.032447434
680.5,0.032388732
680.84,0.033046872
681.18,0.032875885
681.51,0.033288347
681.85,0.033243245
682.19,0.033946352
682.53,0.034484486
682.87,0.034280852
683.21,0.035236561
683.55,0.035759264
683.89,0.035633967
684.23,0.036503072
684.56,0.036937741
684.9,0.037500325
685.24,0.0378062
685.58,0.038911684
685.92,0.039852577
686.26,0.040757162
686.6,0.041615936
686.93,0.043252993
687.27,0.04395099
687.61,0.04506443
687.95,0.045905557
688.29,0.04644829
688.63,0.047468852
688.96,0.04889356
689.3,0.05014158
689.64,0.051004974
689.98,0.052837005
690.32,0.053390179
690.65,0.055245829
690.99,0.057002211
691.33,0.05838272
691.67,0.060472871
692.01,0.062754283
692.34,0.064474179
692.68,0.0654987
693.02,0.067749278
693.36,0.069877306
693.69,0.072905308
694.03,0.07584169
694.37,0.078319379
694.71,0.081012069
695.04,0.08367756
695.38,0.086598253
695.72,0.089434189
696.06,0.093305315
696.39,0.096201737
696.73,0.098591798
697.07,0.101765923
697.4,0.10545622
697.74,0.109387488
698.08,0.113196286
698.42,0.11713594
698.75,0.120654671
699.09,0.124762638
699.43,0.130013893
699.76,0.133703305
700.1,0.138165895
700.44,0.14212653
700.77,0.146034671
701.11,0.150732056
701.45,0.155323067
701.78,0.160473183
702.12,0.164492032
702.45,0.170407598
702.79,0.175349524
703.13,0.178964014
703.46,0.184549614
703.8,0.188362346
704.14,0.192803886
704.47,0.197322861
704.81,0.202430722
705.14,0.206693205
705.48,0.211559677
705.82,0.216266978
706.15,0.221117784
706.49,0.224980691
706.82,0.228897439
707.16,0.233954967
707.5,0.237854071
707.83,0.243944404
708.17,0.247431308
708.5,0.25108333
708.84,0.256415048
709.17,0.259836154
709.51,0.265070822
709.84,0.268827119
710.18,0.27278896
710.52,0.276977645
710.85,0.281224131
711.19,0.285086236
711.52,0.290082038
711.86,0.293495554
712.19,0.298134678
712.53,0.301127285
712.86,0.304373226
713.2,0.308232019
713.53,0.312524966
713.87,0.317036328
714.2,0.319173125
714.54,0.32339027
714.87,0.327263794
715.21,0.329366524
715.54,0.333065437
715.88,0.334933781
716.21,0.33924971
716.54,0.341520276
716.88,0.346981948
717.21,0.350528294
717.55,0.353640287
717.88,0.356684992
718.22,0.359180206
718.55,0.363676284
718.88,0.36657383
719.22,0.369402355
719.55,0.372837547
719.89,0.375443294
720.22,0.378374451
720.56,0.379555883
720.89,0.383033207
721.22,0.385328531
721.56,0.386688623
721.89,0.390948181
722.22,0.391983912
722.56,0.395035641
722.89,0.39724
723.23,0.399266749
723.56,0.401322101
723.89,0.402989697
724.23,0.406718854
724.56,0.408314643
724.89,0.411195506
725.23,0.412964891
725.56,0.413789802
725.89,0.415558103
726.23,0.419887984
726.56,0.42194153
726.89,0.423659232
727.23,0.424401885
727.56,0.427377209
727.89,0.428655505
728.23,0.432485483
728.56,0.432821862
728.89,0.432561611
729.22,0.436926047
729.56,0.438025638
729.89,0.43904375
730.22,0.439440843
730.55,0.441164209
730.89,0.443678921
731.22,0.444375131
731.55,0.444660048
731.89,0.446699109
732.22,0.45020856
732.55,0.451912693
732.88,0.45172067
733.21,0.455666088
733.55,0.455178414
733.88,0.457948558
734.21,0.457650017
734.54,0.459511077
734.88,0.460514785
735.21,0.460705527
735.54,0.463532631
735.87,0.464865193
736.2,0.466773441
736.54,0.464848462
736.87,0.468266263
737.2,0.469063506
737.53,0.470695101
737.86,0.472814249
738.19,0.472096847
738.53,0.476260092
738.86,0.47683495
