Wavelength (nm),Panchromatic,Coastal,Blue,Green,Yellow,Red,Red Edge,NIR1,NIR2
774,9.56E-01,5.41E-06,4.39E-05,4.39E-06,4.41E-07,7.62E-06,6.62E-06,6.65E-01,1.21E-06
775,9.64E-01,6.96E-06,4.44E-05,3.95E-06,5.37E-07,6.85E-06,5.29E-06,7.60E-01,1.03E-06
776,9.65E-01,8.54E-06,4.46E-05,3.53E-06,6.35E-07,6.09E-06,3.95E-06,8.56E-01,8.45E-07
777,9.60E-01,1.03E-05,4.11E-05,3.00E-06,6.17E-07,5.27E-06,3.51E-06,9.12E-01,5.96E-07
778,9.56E-01,1.22E-05,3.76E-05,2.46E-06,5.99E-07,4.44E-06,3.08E-06,9.69E-01,3.50E-07
779,9.48E-01,1.57E-05,3.37E-05,1.91E-06,6.27E-07,4.96E-06,3.70E-06,9.82E-01,4.80E-07
780,9.41E-01,1.93E-05,2.99E-05,1.37E-06,6.55E-07,5.46E-06,4.31E-06,9.96E-01,6.08E-07
781,9.36E-01,2.42E-05,2.75E-05,1.20E-06,3.86E-07,3.82E-06,3.91E-06,9.98E-01,6.87E-07
782,9.29E-01,2.92E-05,2.51E-05,1.03E-06,1.14E-07,2.18E-06,3.52E-06,1.00E+00,7.69E-07
783,9.19E-01,3.70E-05,2.45E-05,9.49E-07,2.93E-07,2.21E-06,4.55E-06,9.95E-01,9.56E-07
784,9.10E-01,4.47E-05,2.38E-05,8.66E-07,4.71E-07,2.23E-06,5.59E-06,9.90E-01,1.14E-06
785,9.03E-01,5.53E-05,2.45E-05,7.55E-07,3.94E-07,1.50E-06,5.08E-06,9.89E-01,9.29E-07
786,9.00E-01,6.56E-05,2.52E-05,6.45E-07,3.17E-07,7.65E-07,4.56E-06,9.87E-01,7.12E-07
787,8.97E-01,9.25E-05,2.80E-05,6.52E-07,4.97E-07,5.82E-07,6.63E-06,9.85E-01,7.57E-07
788,8.94E-01,1.20E-04,3.08E-05,6.60E-07,6.79E-07,3.99E-07,8.71E-06,9.82E-01,8.01E-07
789,8.91E-01,1.83E-04,3.56E-05,4.73E-07,4.95E-07,1.31E-06,8.53E-06,9.77E-01,1.01E-06
790,8.87E-01,2.46E-04,4.05E-05,2.85E-07,3.10E-07,2.22E-06,8.35E-06,9.73E-01,1.23E-06
791,8.97E-01,2.62E-04,4.52E-05,4.55E-07,3.56E-07,1.40E-06,9.09E-06,9.68E-01,8.03E-07
792,9.07E-01,2.78E-04,4.98E-05,6.27E-07,4.02E-07,5.87E-07,9.85E-06,9.62E-01,3.77E-07
793,9.14E-01,2.14E-04,5.16E-05,7.45E-07,4.27E-07,7.35E-07,9.01E-06,9.54E-01,2.28E-04
794,9.21E-01,1.50E-04,5.32E-05,8.63E-07,4.54E-07,8.82E-07,8.18E-06,9.46E-01,4.54E-04
795,9.29E-01,1.16E-04,5.15E-05,7.72E-07,5.61E-07,6.10E-07,6.45E-06,9.41E-01,4.53E-04
796,8.55E-01,8.20E-05,4.98E-05,6.80E-07,6.70E-07,3.38E-07,4.71E-06,9.36E-01,4.53E-04
797,7.81E-01,7.34E-05,4.63E-05,9.78E-07,6.52E-07,7.15E-07,4.91E-06,9.33E-01,4.87E-04
798,7.07E-01,6.48E-05,4.31E-05,1.28E-06,6.35E-07,1.09E-06,5.12E-06,9.30E-01,5.22E-04
799,6.30E-01,9.30E-05,5.12E-05,1.12E-06,1.20E-05,7.46E-06,2.59E-06,9.25E-01,6.51E-04
800,5.54E-01,1.22E-04,5.95E-05,9.62E-07,2.34E-05,1.38E-05,6.71E-08,9.19E-01,7.80E-04
801,4.61E-01,1.19E-04,5.68E-05,1.96E-06,1.87E-05,1.42E-05,1.56E-07,9.16E-01,9.26E-04
802,3.67E-01,1.17E-04,5.43E-05,2.97E-06,1.40E-05,1.48E-05,2.46E-07,9.12E-01,1.07E-03
803,2.73E-01,1.33E-04,5.43E-05,2.21E-06,1.78E-05,1.33E-05,3.62E-07,9.06E-01,1.02E-03
804,1.79E-01,1.49E-04,5.46E-05,1.43E-06,2.17E-05,1.19E-05,4.77E-07,9.01E-01,9.66E-04
805,8.58E-02,1.61E-04,6.09E-05,9.31E-07,1.89E-05,1.34E-05,3.17E-07,8.98E-01,9.76E-04
806,7.22E-02,1.73E-04,6.70E-05,4.24E-07,1.63E-05,1.50E-05,1.57E-07,8.94E-01,9.86E-04
807,5.84E-02,1.88E-04,7.39E-05,2.49E-07,1.96E-05,1.59E-05,2.29E-07,8.86E-01,1.07E-03
808,4.45E-02,2.04E-04,8.08E-05,7.50E-08,2.30E-05,1.68E-05,3.01E-07,8.78E-01,1.16E-03
809,3.09E-02,1.84E-04,8.27E-05,3.76E-08,1.71E-05,1.37E-05,2.55E-07,8.75E-01,1.11E-03
810,1.73E-02,1.64E-04,8.48E-05,1.01E-10,1.13E-05,1.06E-05,2.10E-07,8.71E-01,1.07E-03
811,1.52E-02,1.43E-04,8.74E-05,1.01E-10,1.19E-05,1.15E-05,2.67E-07,8.69E-01,1.07E-03
812,1.31E-02,1.22E-04,8.99E-05,1.00E-10,1.26E-05,1.25E-05,3.26E-07,8.67E-01,1.07E-03
813,1.09E-02,1.12E-04,9.55E-05,9.97E-11,1.53E-05,1.23E-05,2.75E-07,8.59E-01,1.11E-03
814,8.75E-03,1.02E-04,1.01E-04,9.88E-11,1.81E-05,1.21E-05,2.23E-07,8.50E-01,1.16E-03
815,6.60E-03,9.28E-05,9.50E-05,9.82E-11,1.89E-05,1.08E-05,1.67E-07,8.44E-01,1.10E-03
816,5.70E-03,8.38E-05,8.89E-05,9.77E-11,1.97E-05,9.48E-06,1.13E-07,8.39E-01,1.03E-03
817,4.81E-03,8.11E-05,8.34E-05,9.77E-11,2.00E-05,8.29E-06,1.45E-07,8.37E-01,1.10E-03
818,3.93E-03,7.84E-05,7.76E-05,9.77E-11,2.00E-05,7.11E-06,1.76E-07,8.36E-01,1.16E-03
819,3.03E-03,7.57E-05,6.75E-05,9.77E-11,1.98E-05,7.98E-06,1.95E-07,8.37E-01,1.13E-03
820,2.13E-03,7.30E-05,5.70E-05,9.78E-11,1.94E-05,8.88E-06,2.13E-07,8.38E-01,1.09E-03
821,1.89E-03,6.45E-05,5.33E-05,2.15E-08,1.27E-05,8.36E-06,1.72E-07,8.40E-01,1.10E-03
822,1.66E-03,5.59E-05,4.95E-05,4.32E-08,5.81E-06,7.84E-06,1.29E-07,8.43E-01,1.10E-03
823,1.41E-03,6.91E-05,5.23E-05,2.15E-08,1.40E-05,1.02E-05,1.29E-07,8.40E-01,1.08E-03
824,1.17E-03,8.20E-05,5.50E-05,9.76E-11,2.21E-05,1.26E-05,1.29E-07,8.37E-01,1.05E-03
825,9.22E-04,7.16E-05,5.10E-05,3.49E-08,1.83E-05,7.88E-06,9.71E-08,8.36E-01,1.04E-03
826,8.41E-04,6.12E-05,4.67E-05,6.96E-08,1.43E-05,3.18E-06,6.50E-08,8.34E-01,1.04E-03
827,7.61E-04,6.65E-05,4.42E-05,4.36E-07,1.25E-05,3.92E-06,2.21E-07,8.34E-01,1.11E-03
828,6.82E-04,7.20E-05,4.16E-05,8.03E-07,1.06E-05,4.64E-06,3.76E-07,8.34E-01,1.18E-03
829,6.06E-04,7.08E-05,4.91E-05,2.94E-06,9.94E-06,7.69E-06,2.82E-07,8.38E-01,1.15E-03
830,5.29E-04,6.99E-05,5.66E-05,5.12E-06,9.27E-06,1.08E-05,1.87E-07,8.43E-01,1.13E-03
831,5.12E-04,7.22E-05,6.01E-05,4.90E-06,1.14E-05,7.25E-06,2.28E-07,8.38E-01,1.14E-03
832,4.97E-04,7.45E-05,6.37E-05,4.71E-06,1.36E-05,3.72E-06,2.70E-07,8.33E-01,1.15E-03
833,4.82E-04,6.96E-05,6.44E-05,3.61E-06,1.34E-05,5.30E-06,1.92E-07,8.29E-01,1.19E-03
834,4.67E-04,6.50E-05,6.51E-05,2.53E-06,1.32E-05,6.86E-06,1.13E-07,8.25E-01,1.23E-03
835,4.50E-04,5.93E-05,6.35E-05,1.78E-06,1.06E-05,6.98E-06,1.65E-07,8.19E-01,1.15E-03
836,4.40E-04,5.39E-05,6.19E-05,1.04E-06,8.07E-06,7.09E-06,2.15E-07,8.12E-01,1.07E-03
837,4.34E-04,4.97E-05,6.37E-05,6.82E-07,1.02E-05,6.72E-06,1.19E-07,8.15E-01,1.16E-03
838,4.29E-04,4.51E-05,6.53E-05,3.23E-07,1.24E-05,6.35E-06,2.07E-08,8.18E-01,1.25E-03
839,4.19E-04,4.83E-05,6.70E-05,2.96E-07,1.22E-05,6.27E-06,1.81E-07,8.12E-01,1.30E-03
840,4.09E-04,5.12E-05,6.86E-05,2.68E-07,1.19E-05,6.20E-06,3.40E-07,8.07E-01,1.35E-03
841,4.10E-04,4.58E-05,6.54E-05,2.47E-07,9.17E-06,5.91E-06,3.34E-07,8.11E-01,1.33E-03
842,4.09E-04,4.06E-05,6.21E-05,2.25E-07,6.34E-06,5.61E-06,3.27E-07,8.15E-01,1.30E-03
843,4.05E-04,3.70E-05,7.02E-05,5.45E-07,8.90E-06,7.22E-06,2.45E-07,8.07E-01,1.30E-03
844,3.99E-04,3.37E-05,7.82E-05,8.63E-07,1.14E-05,8.84E-06,1.64E-07,7.99E-01,1.29E-03
845,3.96E-04,2.87E-05,7.80E-05,7.72E-07,1.20E-05,8.42E-06,2.06E-07,7.94E-01,1.49E-03
846,4.05E-04,2.36E-05,7.81E-05,6.81E-07,1.25E-05,8.01E-06,2.49E-07,7.89E-01,1.70E-03
847,4.15E-04,2.67E-05,7.83E-05,4.01E-07,1.26E-05,7.24E-06,3.26E-07,7.83E-01,2.05E-03
848,4.25E-04,2.98E-05,7.86E-05,1.22E-07,1.27E-05,6.48E-06,4.05E-07,7.77E-01,2.41E-03
849,4.36E-04,3.60E-05,7.67E-05,1.30E-07,1.49E-05,4.59E-06,4.21E-07,7.72E-01,3.37E-03
850,4.47E-04,4.23E-05,7.48E-05,1.38E-07,1.71E-05,2.70E-06,4.39E-07,7.67E-01,4.33E-03
851,4.28E-04,3.60E-05,6.62E-05,1.72E-07,1.49E-05,4.77E-06,2.50E-07,7.59E-01,6.38E-03
852,4.11E-04,2.95E-05,5.80E-05,2.08E-07,1.26E-05,6.84E-06,6.39E-08,7.51E-01,8.41E-03
853,3.95E-04,2.74E-05,5.34E-05,4.42E-06,1.02E-05,6.18E-06,2.67E-07,7.48E-01,1.28E-02
854,3.79E-04,2.52E-05,4.90E-05,8.63E-06,7.65E-06,5.51E-06,4.72E-07,7.46E-01,1.71E-02
855,3.61E-04,2.76E-05,4.49E-05,8.61E-06,6.71E-06,6.34E-06,8.02E-07,7.39E-01,3.06E-02
856,3.46E-04,3.00E-05,4.05E-05,8.58E-06,5.78E-06,7.16E-06,1.13E-06,7.33E-01,4.40E-02
857,3.36E-04,3.09E-05,3.91E-05,6.01E-06,7.65E-06,6.76E-06,8.85E-07,7.37E-01,8.63E-02
858,3.25E-04,3.19E-05,3.75E-05,3.39E-06,9.58E-06,6.33E-06,6.34E-07,7.41E-01,1.29E-01
859,3.12E-04,3.20E-05,3.48E-05,2.54E-06,9.26E-06,5.70E-06,1.25E-06,7.37E-01,2.21E-01
860,2.98E-04,3.21E-05,3.24E-05,1.70E-06,8.93E-06,5.06E-06,1.87E-06,7.34E-01,3.14E-01
861,3.00E-04,3.02E-05,3.02E-05,9.50E-07,8.16E-06,6.21E-06,2.41E-06,7.25E-01,4.21E-01
862,3.00E-04,2.85E-05,2.80E-05,2.13E-07,7.39E-06,7.36E-06,2.94E-06,7.16E-01,5.28E-01
863,3.03E-04,2.25E-05,2.48E-05,1.53E-07,6.25E-06,6.83E-06,4.95E-06,7.08E-01,6.16E-01
864,3.05E-04,1.65E-05,2.15E-05,9.32E-08,5.12E-06,6.31E-06,6.96E-06,7.00E-01,7.03E-01
865,3.09E-04,1.55E-05,2.02E-05,1.14E-07,4.44E-06,9.16E-06,8.78E-06,6.97E-01,7.89E-01
866,3.02E-04,1.45E-05,1.89E-05,1.36E-07,3.75E-06,1.20E-05,1.06E-05,6.94E-01,8.76E-01
867,2.91E-04,1.60E-05,2.09E-05,1.21E-06,5.55E-06,1.12E-05,1.10E-05,6.85E-01,9.26E-01
868,2.82E-04,1.76E-05,2.29E-05,2.27E-06,7.33E-06,1.04E-05,1.14E-05,6.76E-01,9.77E-01
869,2.71E-04,1.63E-05,2.22E-05,1.76E-06,6.11E-06,8.53E-06,1.14E-05,6.67E-01,9.82E-01
870,2.61E-04,1.52E-05,2.14E-05,1.26E-06,4.90E-06,6.66E-06,1.14E-05,6.59E-01,9.87E-01
871,2.59E-04,1.59E-05,2.19E-05,1.44E-06,5.17E-06,7.63E-06,9.80E-06,6.57E-01,9.90E-01
872,2.56E-04,1.66E-05,2.23E-05,1.63E-06,5.44E-06,8.62E-06,8.14E-06,6.54E-01,9.93E-01
873,2.51E-04,1.80E-05,2.49E-05,1.69E-06,6.18E-06,7.17E-06,7.16E-06,6.45E-01,9.90E-01
874,2.46E-04,1.93E-05,2.76E-05,1.76E-06,6.92E-06,5.73E-06,6.19E-06,6.36E-01,9.88E-01
875,2.42E-04,1.83E-05,2.70E-05,9.83E-07,6.01E-06,4.14E-06,4.72E-06,6.32E-01,9.93E-01
876,2.55E-04,1.72E-05,2.64E-05,1.97E-07,5.07E-06,2.53E-06,3.24E-06,6.29E-01,9.99E-01
877,2.68E-04,1.66E-05,3.22E-05,1.88E-07,4.95E-06,3.72E-06,3.91E-06,6.23E-01,9.99E-01
878,2.81E-04,1.60E-05,3.80E-05,1.78E-07,4.84E-06,4.92E-06,4.60E-06,6.17E-01,1.00E+00
879,2.93E-04,1.62E-05,3.67E-05,5.94E-06,3.38E-06,6.75E-06,7.51E-06,6.13E-01,9.98E-01
880,3.07E-04,1.63E-05,3.51E-05,1.17E-05,1.92E-06,8.60E-06,1.04E-05,6.09E-01,9.97E-01
881,3.01E-04,2.08E-05,3.30E-05,1.04E-05,3.09E-06,7.52E-06,9.54E-06,6.05E-01,9.91E-01
882,2.97E-04,2.53E-05,3.09E-05,9.15E-06,4.25E-06,6.44E-06,8.69E-06,6.00E-01,9.85E-01
883,2.93E-04,1.70E-05,3.07E-05,9.81E-06,3.60E-06,6.00E-06,8.21E-06,5.98E-01,9.81E-01
884,2.88E-04,8.77E-06,3.03E-05,1.05E-05,2.93E-06,5.54E-06,7.73E-06,5.96E-01,9.78E-01
885,2.84E-04,1.68E-05,2.97E-05,1.12E-05,3.61E-06,7.24E-06,7.61E-06,5.91E-01,9.71E-01
886,2.75E-04,2.49E-05,2.90E-05,1.20E-05,4.29E-06,8.93E-06,7.46E-06,5.86E-01,9.64E-01
887,2.66E-04,1.71E-05,2.83E-05,1.01E-05,3.37E-06,7.07E-06,7.44E-06,5.73E-01,9.56E-01
888,2.57E-04,9.35E-06,2.78E-05,8.18E-06,2.45E-06,5.21E-06,7.42E-06,5.59E-01,9.48E-01
889,2.48E-04,9.63E-06,2.47E-05,8.60E-06,2.86E-06,4.54E-06,8.16E-06,5.33E-01,9.41E-01
890,2.37E-04,9.91E-06,2.15E-05,9.03E-06,3.28E-06,3.88E-06,8.91E-06,5.07E-01,9.33E-01
891,2.42E-04,9.83E-06,2.23E-05,9.05E-06,3.04E-06,4.91E-06,9.95E-06,4.67E-01,9.29E-01
892,2.46E-04,9.72E-06,2.32E-05,9.09E-06,2.81E-06,5.94E-06,1.10E-05,4.28E-01,9.24E-01
893,2.51E-04,9.42E-06,2.10E-05,7.90E-06,3.19E-06,5.01E-06,1.25E-05,3.78E-01,9.20E-01
894,2.56E-04,9.12E-06,1.88E-05,6.70E-06,3.55E-06,4.06E-06,1.40E-05,3.28E-01,9.17E-01
895,2.59E-04,9.22E-06,1.92E-05,7.69E-06,3.11E-06,4.80E-06,1.53E-05,2.75E-01,9.11E-01
896,2.64E-04,9.32E-06,1.97E-05,8.66E-06,2.66E-06,5.56E-06,1.68E-05,2.22E-01,9.05E-01
897,2.68E-04,1.38E-05,1.83E-05,7.38E-06,4.00E-06,5.20E-06,1.83E-05,1.79E-01,9.02E-01
898,2.72E-04,1.82E-05,1.68E-05,6.12E-06,5.32E-06,4.84E-06,1.98E-05,1.36E-01,8.98E-01
899,2.77E-04,1.86E-05,1.77E-05,6.89E-06,4.62E-06,5.27E-06,1.85E-05,1.05E-01,8.95E-01
900,2.82E-04,1.89E-05,1.85E-05,7.67E-06,3.91E-06,5.72E-06,1.74E-05,7.38E-02,8.92E-01
901,2.74E-04,1.92E-05,1.78E-05,6.99E-06,4.11E-06,5.43E-06,1.70E-05,5.57E-02,8.87E-01
902,2.66E-04,1.95E-05,1.72E-05,6.30E-06,4.31E-06,5.16E-06,1.65E-05,3.76E-02,8.81E-01
903,2.57E-04,1.95E-05,1.76E-05,7.60E-06,4.28E-06,5.03E-06,1.77E-05,2.80E-02,8.76E-01
904,2.50E-04,1.94E-05,1.79E-05,8.93E-06,4.26E-06,4.91E-06,1.88E-05,1.85E-02,8.71E-01
905,2.41E-04,1.68E-05,1.81E-05,6.02E-06,3.87E-06,4.24E-06,1.83E-05,1.38E-02,8.65E-01
906,2.44E-04,1.42E-05,1.82E-05,3.09E-06,3.49E-06,3.57E-06,1.77E-05,9.18E-03,8.58E-01
907,2.47E-04,1.49E-05,1.86E-05,4.68E-06,3.72E-06,4.16E-06,1.83E-05,6.65E-03,8.53E-01
908,2.50E-04,1.56E-05,1.89E-05,6.26E-06,3.94E-06,4.74E-06,1.91E-05,4.13E-03,8.48E-01
909,2.54E-04,1.51E-05,1.84E-05,6.19E-06,3.61E-06,4.35E-06,1.85E-05,3.38E-03,8.45E-01
910,2.58E-04,1.45E-05,1.78E-05,6.12E-06,3.27E-06,3.98E-06,1.80E-05,2.62E-03,8.41E-01
911,2.65E-04,1.29E-05,1.83E-05,6.71E-06,3.07E-06,3.85E-06,1.88E-05,2.28E-03,8.36E-01
912,2.71E-04,1.14E-05,1.88E-05,7.27E-06,2.84E-06,3.74E-06,1.96E-05,1.93E-03,8.32E-01
913,2.76E-04,1.11E-05,1.86E-05,6.62E-06,2.84E-06,3.22E-06,1.84E-05,1.69E-03,8.23E-01
914,2.81E-04,1.08E-05,1.84E-05,5.97E-06,2.82E-06,2.70E-06,1.71E-05,1.45E-03,8.14E-01
915,2.88E-04,9.50E-06,1.84E-05,6.22E-06,2.47E-06,3.49E-06,1.57E-05,1.31E-03,8.08E-01
916,2.85E-04,8.18E-06,1.84E-05,6.46E-06,2.13E-06,4.28E-06,1.43E-05,1.17E-03,8.02E-01
917,2.84E-04,7.67E-06,1.76E-05,6.57E-06,2.10E-06,4.09E-06,1.44E-05,1.08E-03,7.97E-01
918,2.82E-04,7.15E-06,1.68E-05,6.67E-06,2.07E-06,3.91E-06,1.46E-05,9.88E-04,7.91E-01
919,2.78E-04,6.64E-06,1.63E-05,6.63E-06,2.05E-06,3.29E-06,1.36E-05,9.53E-04,7.83E-01
920,2.76E-04,6.16E-06,1.58E-05,6.60E-06,2.03E-06,2.68E-06,1.27E-05,9.17E-04,7.74E-01
921,2.75E-04,5.37E-06,1.48E-05,6.13E-06,1.78E-06,2.87E-06,1.16E-05,9.16E-04,7.68E-01
922,2.76E-04,4.61E-06,1.39E-05,5.65E-06,1.53E-06,3.06E-06,1.06E-05,9.14E-04,7.63E-01
923,2.75E-04,4.73E-06,1.46E-05,5.89E-06,1.84E-06,3.10E-06,9.88E-06,8.68E-04,7.58E-01
924,2.74E-04,4.84E-06,1.53E-05,6.14E-06,2.15E-06,3.13E-06,9.14E-06,8.23E-04,7.53E-01
925,2.73E-04,4.04E-06,1.48E-05,6.04E-06,1.78E-06,3.20E-06,8.14E-06,7.98E-04,7.47E-01
926,2.68E-04,3.26E-06,1.44E-05,5.96E-06,1.40E-06,3.27E-06,7.13E-06,7.74E-04,7.40E-01
927,2.61E-04,3.74E-06,1.38E-05,5.60E-06,1.70E-06,2.70E-06,6.52E-06,7.55E-04,7.31E-01
928,2.53E-04,4.20E-06,1.32E-05,5.22E-06,1.98E-06,2.14E-06,5.91E-06,7.36E-04,7.21E-01
929,2.47E-04,3.61E-06,1.31E-05,5.31E-06,1.51E-06,2.59E-06,5.23E-06,7.32E-04,7.15E-01
930,2.42E-04,3.02E-06,1.30E-05,5.40E-06,1.05E-06,3.07E-06,4.54E-06,7.27E-04,7.09E-01
931,2.41E-04,3.28E-06,1.32E-05,5.23E-06,1.26E-06,2.98E-06,4.26E-06,7.66E-04,7.02E-01
932,2.40E-04,3.54E-06,1.35E-05,5.06E-06,1.47E-06,2.91E-06,3.96E-06,8.06E-04,6.95E-01
933,2.38E-04,3.08E-06,1.28E-05,4.78E-06,1.29E-06,2.53E-06,3.86E-06,7.61E-04,6.83E-01
934,2.36E-04,2.63E-06,1.21E-05,4.49E-06,1.10E-06,2.14E-06,3.76E-06,7.16E-04,6.72E-01
935,2.34E-04,2.53E-06,1.18E-05,4.02E-06,1.32E-06,2.14E-06,3.16E-06,7.01E-04,6.62E-01
936,2.29E-04,2.43E-06,1.14E-05,3.53E-06,1.54E-06,2.14E-06,2.56E-06,6.86E-04,6.51E-01
937,2.25E-04,2.81E-06,1.11E-05,3.60E-06,1.39E-06,1.85E-06,2.53E-06,6.66E-04,6.44E-01
938,2.21E-04,3.20E-06,1.08E-05,3.65E-06,1.24E-06,1.56E-06,2.51E-06,6.45E-04,6.37E-01
939,2.17E-04,3.11E-06,1.07E-05,3.58E-06,9.48E-07,1.64E-06,2.27E-06,6.24E-04,6.29E-01
940,2.14E-04,3.01E-06,1.06E-05,3.52E-06,6.52E-07,1.73E-06,2.02E-06,6.03E-04,6.21E-01
941,2.13E-04,3.18E-06,1.03E-05,3.58E-06,6.71E-07,1.66E-06,1.84E-06,6.25E-04,6.11E-01
942,2.15E-04,3.34E-06,1.01E-05,3.61E-06,6.89E-07,1.60E-06,1.67E-06,6.47E-04,6.01E-01
943,2.17E-04,3.39E-06,9.76E-06,3.37E-06,8.67E-07,1.55E-06,1.58E-06,4.69E-04,5.92E-01
944,2.17E-04,3.42E-06,9.44E-06,3.11E-06,1.05E-06,1.51E-06,1.50E-06,2.91E-04,5.83E-01
945,2.19E-04,3.56E-06,8.81E-06,2.92E-06,9.26E-07,1.32E-06,1.48E-06,2.81E-04,5.75E-01
946,2.13E-04,3.67E-06,8.18E-06,2.74E-06,8.06E-07,1.13E-06,1.46E-06,2.72E-04,5.66E-01
947,2.08E-04,4.02E-06,8.00E-06,2.63E-06,8.47E-07,1.12E-06,1.22E-06,2.73E-04,5.57E-01
948,2.02E-04,4.36E-06,7.80E-06,2.51E-06,8.88E-07,1.10E-06,9.74E-07,2.75E-04,5.47E-01
949,1.96E-04,4.22E-06,7.41E-06,2.40E-06,8.54E-07,1.15E-06,1.00E-06,1.40E-04,5.39E-01
950,1.91E-04,4.13E-06,7.02E-06,2.29E-06,8.22E-07,1.21E-06,1.04E-06,4.37E-06,5.31E-01
951,1.87E-04,4.44E-06,6.53E-06,1.99E-06,7.66E-07,1.01E-06,1.05E-06,3.88E-06,5.23E-01
952,1.82E-04,4.75E-06,6.01E-06,1.67E-06,7.10E-07,8.19E-07,1.06E-06,3.38E-06,5.15E-01
953,1.78E-04,5.28E-06,6.28E-06,2.53E-06,8.74E-07,1.10E-06,9.38E-07,3.07E-06,5.08E-01
954,1.74E-04,5.82E-06,6.55E-06,3.41E-06,1.04E-06,1.38E-06,8.17E-07,2.75E-06,5.01E-01
955,1.69E-04,5.44E-06,6.40E-06,2.92E-06,8.62E-07,1.26E-06,7.70E-07,2.89E-06,4.94E-01
956,1.72E-04,5.07E-06,6.26E-06,2.44E-06,6.86E-07,1.13E-06,7.25E-07,3.01E-06,4.86E-01
957,1.75E-04,5.69E-06,6.68E-06,2.44E-06,8.23E-07,1.04E-06,7.25E-07,2.49E-06,4.78E-01
958,1.79E-04,6.28E-06,7.14E-06,2.44E-06,9.58E-07,9.53E-07,7.27E-07,1.99E-06,4.70E-01
959,1.80E-04,5.86E-06,7.28E-06,2.33E-06,7.95E-07,1.02E-06,7.83E-07,1.99E-06,4.62E-01
960,1.83E-04,5.41E-06,7.40E-06,2.21E-06,6.33E-07,1.08E-06,8.39E-07,1.99E-06,4.54E-01
961,1.77E-04,6.01E-06,8.10E-06,2.22E-06,8.31E-07,1.02E-06,6.71E-07,1.75E-06,4.48E-01
962,1.71E-04,6.65E-06,8.80E-06,2.20E-06,1.03E-06,9.48E-07,5.02E-07,1.53E-06,4.41E-01
963,1.64E-04,6.24E-06,9.27E-06,2.25E-06,9.55E-07,9.08E-07,6.94E-07,1.41E-06,4.35E-01
964,1.58E-04,5.84E-06,9.77E-06,2.29E-06,8.81E-07,8.68E-07,8.89E-07,1.29E-06,4.28E-01
965,1.51E-04,5.42E-06,1.05E-05,2.02E-06,8.63E-07,7.71E-07,7.14E-07,1.13E-06,4.21E-01
966,1.46E-04,5.01E-06,1.11E-05,1.75E-06,8.45E-07,6.73E-07,5.39E-07,9.62E-07,4.15E-01
967,1.41E-04,4.95E-06,1.17E-05,1.75E-06,7.71E-07,6.86E-07,5.06E-07,1.02E-06,4.09E-01
968,1.36E-04,4.88E-06,1.23E-05,1.76E-06,6.98E-07,7.00E-07,4.73E-07,1.08E-06,4.03E-01
969,1.31E-04,4.60E-06,1.30E-05,1.80E-06,8.01E-07,7.23E-07,5.39E-07,1.11E-06,3.96E-01
970,1.26E-04,4.35E-06,1.36E-05,1.84E-06,9.04E-07,7.47E-07,6.08E-07,1.13E-06,3.90E-01
971,1.27E-04,4.18E-06,1.39E-05,1.81E-06,8.16E-07,6.97E-07,5.83E-07,1.00E-06,3.84E-01
972,1.29E-04,4.05E-06,1.43E-05,1.78E-06,7.26E-07,6.48E-07,5.57E-07,8.69E-07,3.79E-01
973,1.31E-04,3.74E-06,1.48E-05,1.66E-06,6.83E-07,7.67E-07,6.38E-07,9.12E-07,3.74E-01
974,1.32E-04,3.44E-06,1.53E-05,1.54E-06,6.39E-07,8.86E-07,7.20E-07,9.55E-07,3.69E-01
975,1.34E-04,3.68E-06,1.52E-05,1.52E-06,7.04E-07,8.11E-07,7.18E-07,8.72E-07,3.64E-01
976,1.29E-04,3.89E-06,1.52E-05,1.49E-06,7.70E-07,7.34E-07,7.15E-07,7.87E-07,3.58E-01
977,1.25E-04,4.03E-06,1.48E-05,1.52E-06,7.84E-07,7.28E-07,6.33E-07,7.57E-07,3.53E-01
978,1.20E-04,4.13E-06,1.44E-05,1.55E-06,7.96E-07,7.25E-07,5.51E-07,7.25E-07,3.47E-01
979,1.16E-04,3.99E-06,1.36E-05,1.40E-06,8.29E-07,7.03E-07,6.15E-07,7.23E-07,3.42E-01
980,1.11E-04,3.85E-06,1.28E-05,1.24E-06,8.61E-07,6.80E-07,6.81E-07,7.20E-07,3.37E-01
981,1.08E-04,3.86E-06,1.23E-05,1.40E-06,8.31E-07,6.59E-07,5.33E-07,6.93E-07,3.33E-01
982,1.05E-04,3.87E-06,1.19E-05,1.56E-06,8.00E-07,6.38E-07,3.85E-07,6.66E-07,3.29E-01
983,1.01E-04,4.13E-06,1.09E-05,1.34E-06,8.42E-07,6.02E-07,3.90E-07,7.17E-07,3.25E-01
984,9.77E-05,4.38E-06,9.99E-06,1.12E-06,8.84E-07,5.66E-07,3.94E-07,7.66E-07,3.21E-01
985,9.42E-05,4.60E-06,9.41E-06,1.36E-06,1.00E-06,6.40E-07,4.29E-07,7.02E-07,3.17E-01
986,9.86E-05,4.83E-06,8.86E-06,1.60E-06,1.12E-06,7.14E-07,4.64E-07,6.37E-07,3.13E-01
987,1.03E-04,5.15E-06,8.16E-06,1.41E-06,1.33E-06,6.35E-07,5.61E-07,6.60E-07,3.08E-01
